date,vw_ret_d,vw_ret_x,ew_ret_d,ew_ret_x
12/20/17,-0.000778,-0.000907,-0.000131,-0.000181
12/21/17,0.001918,0.001918,0.002376,0.002375
12/22/17,-0.000401,-0.000409,0.000777,0.000756
12/26/17,-0.000854,-0.000898,0.001265,0.001251
12/27/17,0.000805,0.000735,0.000157,0.000086
12/28/17,0.002006,0.001818,0.002615,0.002327
12/29/17,-0.005153,-0.005215,-0.005059,-0.005218
1/2/18,0.008278,0.008232,0.008031,0.007996
1/3/18,0.006438,0.006438,0.005611,0.005605
1/4/18,0.004242,0.00404,0.003066,0.002982
1/5/18,0.007046,0.007046,0.005368,0.005368
1/8/18,0.001809,0.001792,0.003099,0.003079
1/9/18,0.001561,0.001261,-0.000221,-0.000358
1/10/18,-0.001224,-0.001231,-0.00259,-0.002595
1/11/18,0.007104,0.007027,0.009167,0.009095
1/12/18,0.006827,0.006827,0.00616,0.00616
1/16/18,-0.003477,-0.003495,-0.006552,-0.006565
1/17/18,0.009444,0.009444,0.008209,0.008209
1/18/18,-0.001441,-0.001526,-0.002572,-0.002613
1/19/18,0.004494,0.004471,0.00644,0.006419
1/22/18,0.008095,0.008081,0.006991,0.006981
1/23/18,0.002332,0.002292,0.003311,0.003275
1/24/18,-0.000505,-0.000505,0.000154,0.000154
1/25/18,0.000746,0.000744,-0.000624,-0.000635
1/26/18,0.011833,0.011814,0.009575,0.009525
1/29/18,-0.006455,-0.006511,-0.007403,-0.00747
1/30/18,-0.01075,-0.010819,-0.011058,-0.011135
1/31/18,0.000477,0.000446,0.000067,-0.000049
2/1/18,-0.000802,-0.000995,-0.002356,-0.002452
2/2/18,-0.02082,-0.02088,-0.020098,-0.020146
2/5/18,-0.040869,-0.040871,-0.036903,-0.036907
2/6/18,0.017497,0.017393,0.013425,0.013354
2/7/18,-0.00485,-0.004877,-0.002813,-0.002858
2/8/18,-0.037319,-0.037465,-0.034399,-0.034508
2/9/18,0.014951,0.014634,0.013174,0.013083
2/12/18,0.013963,0.013931,0.012975,0.012919
2/13/18,0.002875,0.002823,0.002425,0.002334
2/14/18,0.013778,0.013498,0.01482,0.014607
2/15/18,0.012212,0.011977,0.010408,0.010234
2/16/18,0.000438,0.000346,0.000562,0.000424
2/20/18,-0.006364,-0.006433,-0.006308,-0.006424
2/21/18,-0.005479,-0.005498,-0.006266,-0.006305
2/22/18,0.001099,0.001014,0.000774,0.000636
2/23/18,0.015958,0.015895,0.015604,0.015546
2/26/18,0.011616,0.011497,0.007429,0.007392
2/27/18,-0.012648,-0.012787,-0.013353,-0.013487
2/28/18,-0.010905,-0.011009,-0.010677,-0.010803
3/1/18,-0.013175,-0.013329,-0.010568,-0.010725
3/2/18,0.005148,0.005049,0.006302,0.006115
3/5/18,0.011092,0.011083,0.012116,0.012097
3/6/18,0.002668,0.002611,0.004359,0.004273
3/7/18,-0.000409,-0.000476,-0.00105,-0.0011
3/8/18,0.004787,0.004472,0.00328,0.00296
3/9/18,0.017286,0.017261,0.015777,0.015713
3/12/18,-0.001205,-0.001207,-0.001483,-0.0015
3/13/18,-0.006243,-0.006304,-0.003949,-0.004092
3/14/18,-0.005415,-0.005689,-0.00616,-0.006489
3/15/18,-0.000838,-0.000901,-0.002434,-0.002515
3/16/18,0.001796,0.001764,0.004556,0.004483
3/19/18,-0.014157,-0.014166,-0.011395,-0.01142
3/20/18,0.001355,0.001339,0.00068,0.000635
3/21/18,-0.00178,-0.001885,0.000431,0.00038
3/22/18,-0.025057,-0.025092,-0.022484,-0.022513
3/23/18,-0.020962,-0.020973,-0.018606,-0.018634
3/26/18,0.027133,0.027133,0.023016,0.023016
3/27/18,-0.017408,-0.01741,-0.012084,-0.012087
3/28/18,-0.002816,-0.003059,-0.001119,-0.00156
3/29/18,0.013847,0.013787,0.012828,0.012683
4/2/18,-0.022603,-0.022611,-0.02183,-0.021877
4/3/18,0.012581,0.01254,0.012162,0.01214
4/4/18,0.011636,0.011568,0.011587,0.011571
4/5/18,0.007132,0.006989,0.006706,0.006648
4/6/18,-0.021919,-0.021938,-0.021475,-0.021509
4/9/18,0.003559,0.003264,0.002038,0.001912
4/10/18,0.016597,0.016563,0.014615,0.014565
4/11/18,-0.005493,-0.005536,-0.003944,-0.003967
4/12/18,0.00828,0.008161,0.005576,0.005474
4/13/18,-0.002918,-0.002942,-0.002535,-0.002558
4/16/18,0.008187,0.008154,0.009653,0.009643
4/17/18,0.010819,0.010819,0.007989,0.007989
4/18/18,0.000885,0.000885,0.00266,0.00266
4/19/18,-0.005289,-0.005409,-0.006986,-0.007061
4/20/18,-0.008536,-0.008581,-0.007428,-0.007465
4/23/18,-0.000043,-0.000043,0.001946,0.001946
4/24/18,-0.013428,-0.013453,-0.009841,-0.009884
4/25/18,0.001845,0.001845,0.002654,0.002654
4/26/18,0.010462,0.010462,0.007363,0.007363
4/27/18,0.001203,0.001139,0.003051,0.002933
4/30/18,-0.007996,-0.008028,-0.009077,-0.009183
5/1/18,0.002453,0.002448,0.000911,0.000901
5/2/18,-0.007358,-0.007358,-0.00865,-0.00865
5/3/18,-0.002101,-0.002215,-0.003547,-0.003631
5/4/18,0.012933,0.01276,0.011859,0.011708
5/7/18,0.00338,0.00336,0.001668,0.001608
5/8/18,-0.000218,-0.000229,-0.000618,-0.00064
5/9/18,0.009517,0.009402,0.008331,0.008225
5/10/18,0.009527,0.009268,0.008702,0.008557
5/11/18,0.002117,0.001784,0.001126,0.001039
5/14/18,0.000948,0.000907,0.000319,0.00021
5/15/18,-0.006736,-0.006782,-0.004595,-0.004693
5/16/18,0.004428,0.004158,0.005482,0.00533
5/17/18,-0.000679,-0.000982,0.001001,0.000772
5/18/18,-0.002632,-0.002712,-0.001794,-0.001882
5/21/18,0.007425,0.007394,0.006213,0.006155
5/22/18,-0.003195,-0.003211,-0.003606,-0.003629
5/23/18,0.003406,0.003377,0.002027,0.001977
5/24/18,-0.001959,-0.001996,-0.000375,-0.000467
5/25/18,-0.00217,-0.002284,-0.00155,-0.001601
5/29/18,-0.01146,-0.011502,-0.01117,-0.011205
5/30/18,0.012907,0.012732,0.013064,0.012904
5/31/18,-0.006667,-0.006886,-0.009215,-0.0095
6/1/18,0.010939,0.010843,0.008911,0.008766
6/4/18,0.00478,0.004758,0.00331,0.003297
6/5/18,0.000746,0.000685,0.001867,0.001776
6/6/18,0.008543,0.008509,0.007906,0.00787
6/7/18,-0.000614,-0.000792,0.000731,0.00045
6/8/18,0.003144,0.003102,0.004776,0.004735
6/11/18,0.001203,0.0012,0.002202,0.002197
6/12/18,0.001816,0.001771,0.003126,0.003044
6/13/18,-0.003889,-0.003928,-0.005071,-0.005131
6/14/18,0.002793,0.00249,0.003002,0.002652
6/15/18,-0.000888,-0.000989,0.000362,0.000267
6/18/18,-0.00202,-0.002038,-0.001385,-0.001402
6/19/18,-0.003911,-0.003956,-0.00419,-0.004248
6/20/18,0.001673,0.001672,0.002708,0.002705
6/21/18,-0.006173,-0.006267,-0.005734,-0.00582
6/22/18,0.001881,0.001853,0.002516,0.002467
6/25/18,-0.013621,-0.013621,-0.010932,-0.010932
6/26/18,0.0022,0.0022,0.000947,0.000947
6/27/18,-0.008635,-0.008635,-0.008729,-0.008729
6/28/18,0.006236,0.0061,0.004175,0.003923
6/29/18,0.000819,0.000757,0.000937,0.000809
7/2/18,0.002994,0.00295,0.000519,0.00047
7/3/18,-0.004886,-0.004887,-0.00148,-0.001484
7/5/18,0.008779,0.008541,0.007932,0.007843
7/6/18,0.00851,0.00844,0.007722,0.007683
7/9/18,0.009223,0.008941,0.008275,0.008144
7/10/18,0.003518,0.003495,0.00256,0.002527
7/11/18,-0.006999,-0.006999,-0.008332,-0.008333
7/12/18,0.008888,0.008784,0.0057,0.005604
7/13/18,0.001186,0.001182,0.001139,0.001129
7/16/18,-0.000954,-0.001007,-0.003138,-0.003162
7/17/18,0.004152,0.004137,0.003554,0.003541
7/18/18,0.001869,0.001869,0.002583,0.002583
7/19/18,-0.00389,-0.00399,-0.000373,-0.000429
7/20/18,-0.000864,-0.000905,-0.003439,-0.003485
7/23/18,0.001797,0.001797,0.000485,0.000485
7/24/18,0.004859,0.004811,-0.000597,-0.000641
7/25/18,0.009146,0.009136,0.008405,0.008392
7/26/18,-0.003051,-0.003051,0.003907,0.003907
7/27/18,-0.006494,-0.006497,-0.005815,-0.005829
7/30/18,-0.005769,-0.005855,-0.00424,-0.004342
7/31/18,0.004808,0.004772,0.0072,0.007081
8/1/18,-0.001194,-0.001194,-0.006718,-0.006718
8/2/18,0.00509,0.004988,0.004112,0.004032
8/3/18,0.004861,0.004733,0.005022,0.004862
8/6/18,0.003469,0.003375,0.002426,0.002341
8/7/18,0.002771,0.002763,0.002182,0.002162
8/8/18,-0.000208,-0.000236,-0.001751,-0.001795
8/9/18,-0.001117,-0.001413,-0.001102,-0.001248
8/10/18,-0.006687,-0.006974,-0.00727,-0.007315
8/13/18,-0.003947,-0.003965,-0.004722,-0.004778
8/14/18,0.00662,0.006532,0.008319,0.008173
8/15/18,-0.007539,-0.007714,-0.007326,-0.007452
8/16/18,0.00863,0.00832,0.008248,0.007999
8/17/18,0.00334,0.003257,0.005216,0.005129
8/20/18,0.002357,0.00232,0.0048,0.00474
8/21/18,0.002052,0.002014,0.003219,0.00314
8/22/18,-0.000295,-0.000323,-0.002186,-0.002237
8/23/18,-0.001718,-0.001782,-0.002738,-0.002845
8/24/18,0.006145,0.006134,0.005352,0.005326
8/27/18,0.007753,0.007641,0.006188,0.006146
8/28/18,0.000302,0.000296,0.000547,0.000528
8/29/18,0.005908,0.005823,0.003954,0.003918
8/30/18,-0.004273,-0.004436,-0.006628,-0.006883
8/31/18,0.000257,0.000152,0.000621,0.000467
9/4/18,-0.001553,-0.001641,-0.001892,-0.001977
9/5/18,-0.002925,-0.002933,0.000535,0.000509
9/6/18,-0.003484,-0.003779,-0.002659,-0.002918
9/7/18,-0.002198,-0.00228,-0.003534,-0.003648
9/10/18,0.001961,0.001961,0.003787,0.003787
9/11/18,0.003861,0.003794,0.000878,0.000719
9/12/18,0.000385,0.000374,0.001665,0.001645
9/13/18,0.005413,0.00515,0.004226,0.003914
9/14/18,0.000355,0.000208,0.001524,0.001358
9/17/18,-0.005689,-0.005704,-0.003424,-0.003471
9/18/18,0.005377,0.005337,0.004573,0.004518
9/19/18,0.001158,0.001154,0.000342,0.00033
9/20/18,0.007913,0.007869,0.006612,0.006519
9/21/18,-0.000432,-0.000453,0.001151,0.001095
9/24/18,-0.003476,-0.003476,-0.007172,-0.007172
9/25/18,-0.001081,-0.001151,-0.002895,-0.002923
9/26/18,-0.003269,-0.003269,-0.003835,-0.003835
9/27/18,0.002975,0.002789,0.000259,-0.000046
9/28/18,-0.000004,-0.000046,0.001706,0.001611
10/1/18,0.00358,0.003573,0.000334,0.000297
10/2/18,-0.000503,-0.000537,-0.001853,-0.001863
10/3/18,0.000547,0.000547,0.000398,0.000398
10/4/18,-0.008027,-0.008257,-0.007051,-0.007142
10/5/18,-0.005596,-0.005611,-0.004915,-0.004931
10/8/18,-0.000374,-0.000374,0.001144,0.001144
10/9/18,-0.001132,-0.001415,-0.004831,-0.004972
10/10/18,-0.03281,-0.032818,-0.029065,-0.029075
10/11/18,-0.020415,-0.020421,-0.021357,-0.021382
10/12/18,0.014451,0.014347,0.009395,0.009331
10/15/18,-0.005826,-0.005856,-0.000588,-0.000596
10/16/18,0.021537,0.02151,0.020099,0.020068
10/17/18,-0.000107,-0.000145,-0.002444,-0.002462
10/18/18,-0.014414,-0.014505,-0.013108,-0.013164
10/19/18,-0.000223,-0.000253,-0.002782,-0.002815
10/22/18,-0.004162,-0.004186,-0.006501,-0.006536
10/23/18,-0.005335,-0.005384,-0.006116,-0.00616
10/24/18,-0.030793,-0.030793,-0.027541,-0.027541
10/25/18,0.018863,0.018863,0.013873,0.013873
10/26/18,-0.017528,-0.017531,-0.015647,-0.015661
10/29/18,-0.006758,-0.006771,-0.000919,-0.000937
10/30/18,0.015768,0.015675,0.020892,0.02077
10/31/18,0.010898,0.010865,0.006722,0.0066
11/1/18,0.010772,0.010745,0.015692,0.015644
11/2/18,-0.006303,-0.00639,-0.003724,-0.003844
11/5/18,0.005278,0.005253,0.007173,0.007142
11/6/18,0.006261,0.006183,0.00692,0.006866
11/7/18,0.021376,0.021367,0.015905,0.015871
11/8/18,-0.001915,-0.002444,-0.001785,-0.002102
11/9/18,-0.008872,-0.009038,-0.008544,-0.008634
11/12/18,-0.01973,-0.01973,-0.016129,-0.016129
11/13/18,-0.001557,-0.001589,-0.000453,-0.000532
11/14/18,-0.007426,-0.007681,-0.006364,-0.006523
11/15/18,0.010784,0.010453,0.008696,0.008438
11/16/18,0.002068,0.001993,0.003454,0.003369
11/19/18,-0.016794,-0.016822,-0.014038,-0.014097
11/20/18,-0.017964,-0.018038,-0.016824,-0.016976
11/21/18,0.00322,0.003136,0.006587,0.006445
11/23/18,-0.006254,-0.006309,-0.003504,-0.003632
11/26/18,0.015662,0.015547,0.014462,0.01442
11/27/18,0.003142,0.003133,0.000144,0.000122
11/28/18,0.023219,0.023156,0.018891,0.018852
11/29/18,-0.002023,-0.00227,-0.003102,-0.003363
11/30/18,0.008354,0.008178,0.005731,0.005525
12/3/18,0.011168,0.011167,0.011049,0.011039
12/4/18,-0.032406,-0.03246,-0.031837,-0.031912
12/6/18,-0.001166,-0.001517,-0.002856,-0.003132
12/7/18,-0.023289,-0.023445,-0.02167,-0.021816
12/10/18,0.001836,0.001828,-0.002208,-0.002229
12/11/18,-0.000315,-0.000366,-0.001567,-0.001661
12/12/18,0.005438,0.005427,0.005614,0.005599
12/13/18,-0.000162,-0.000345,-0.005048,-0.005403
12/14/18,-0.018966,-0.019079,-0.01475,-0.01493
12/17/18,-0.020806,-0.020862,-0.021192,-0.021271
12/18/18,0.000361,0.0003,-0.00143,-0.001497
12/19/18,-0.015413,-0.015507,-0.01538,-0.01544
12/20/18,-0.015962,-0.015984,-0.016404,-0.016432
12/21/18,-0.020924,-0.020924,-0.018704,-0.018704
12/24/18,-0.026912,-0.026983,-0.026481,-0.026513
12/26/18,0.049762,0.049744,0.045981,0.04597
12/27/18,0.008541,0.00845,0.008352,0.008233
12/28/18,-0.00105,-0.001216,-0.002121,-0.002408
12/31/18,0.008649,0.008523,0.008061,0.007837
1/2/19,0.001449,0.001447,0.000769,0.00076
1/3/19,-0.024185,-0.024437,-0.018846,-0.01894
1/4/19,0.034411,0.034411,0.033484,0.033484
1/7/19,0.007184,0.007181,0.010321,0.010315
1/8/19,0.009812,0.009786,0.010784,0.010738
1/9/19,0.004378,0.004071,0.00686,0.006736
1/10/19,0.004437,0.004435,0.00639,0.006383
1/11/19,-0.000186,-0.00019,0.001122,0.001113
1/14/19,-0.005098,-0.005205,-0.005431,-0.005505
1/15/19,0.010897,0.010867,0.00704,0.007032
1/16/19,0.002342,0.002317,0.002516,0.002496
1/17/19,0.007688,0.007592,0.008914,0.008869
1/18/19,0.013054,0.013028,0.015169,0.01514
1/22/19,-0.014128,-0.014165,-0.013814,-0.013849
1/23/19,0.00224,0.002238,-0.000119,-0.000124
1/24/19,0.001365,0.001335,0.005043,0.005018
1/25/19,0.008474,0.008439,0.010686,0.010613
1/28/19,-0.007767,-0.007767,-0.004054,-0.004054
1/29/19,-0.001588,-0.001602,0.00141,0.00138
1/30/19,0.015589,0.015471,0.010975,0.010829
1/31/19,0.009047,0.008829,0.006965,0.006792
2/1/19,0.000532,0.000405,0.00266,0.002533
2/4/19,0.006822,0.006805,0.005243,0.005224
2/5/19,0.004871,0.004863,0.004181,0.004164
2/6/19,-0.00218,-0.002272,-0.001293,-0.001353
2/7/19,-0.009075,-0.009219,-0.0069,-0.007
2/8/19,0.000911,0.000582,0.001842,0.001746
2/11/19,0.000711,0.000701,0.002648,0.00263
2/12/19,0.013018,0.01295,0.012302,0.012224
2/13/19,0.003121,0.003042,0.004325,0.004173
2/14/19,-0.002304,-0.002648,-0.002097,-0.00236
2/15/19,0.010844,0.010769,0.010967,0.010822
2/19/19,0.001752,0.001681,0.002134,0.002048
2/20/19,0.001832,0.001644,0.003118,0.002993
2/21/19,-0.003445,-0.003535,-0.003797,-0.003986
2/22/19,0.006174,0.006143,0.005487,0.005401
2/25/19,0.001318,0.001182,-0.000163,-0.000208
2/26/19,-0.000786,-0.000798,-0.002483,-0.002509
2/27/19,-0.000339,-0.000489,0.000148,-0.000022
2/28/19,-0.00231,-0.002608,-0.002067,-0.002367
3/1/19,0.006898,0.006842,0.006752,0.006628
3/4/19,-0.003768,-0.003794,-0.004966,-0.00503
3/5/19,-0.001059,-0.001095,-0.002824,-0.002878
3/6/19,-0.006534,-0.006581,-0.008777,-0.008852
3/7/19,-0.008,-0.008218,-0.007625,-0.007935
3/8/19,-0.002004,-0.002097,-0.003055,-0.003155
3/11/19,0.014628,0.014615,0.013251,0.013203
3/12/19,0.002939,0.002895,0.002992,0.002886
3/13/19,0.007003,0.006934,0.006256,0.006206
3/14/19,-0.000529,-0.000895,-0.001331,-0.001761
3/15/19,0.004991,0.004951,0.003357,0.003268
3/18/19,0.003872,0.003862,0.004569,0.004548
3/19/19,0.000037,0.000006,-0.002001,-0.002096
3/20/19,-0.002928,-0.002971,-0.006961,-0.006981
3/21/19,0.010964,0.010912,0.012682,0.012644
3/22/19,-0.018962,-0.019034,-0.020424,-0.020478
3/25/19,-0.000717,-0.00079,0.000189,0.000164
3/26/19,0.00709,0.007088,0.008604,0.008598
3/27/19,-0.004685,-0.004697,-0.003167,-0.003183
3/28/19,0.003732,0.003572,0.005374,0.005067
3/29/19,0.006741,0.006696,0.006388,0.006295
4/1/19,0.011517,0.01151,0.012634,0.0126
4/2/19,0.000073,0.000035,-0.000738,-0.000749
4/3/19,0.002156,0.002156,0.002787,0.002787
4/4/19,0.002351,0.002128,0.003549,0.003465
4/5/19,0.004658,0.004651,0.006807,0.006786
4/8/19,0.001107,0.001087,0.000279,0.000256
4/9/19,-0.005806,-0.0061,-0.008208,-0.008343
4/10/19,0.003639,0.003546,0.005388,0.005337
4/11/19,0.000029,0.000016,0.001212,0.001194
4/12/19,0.006635,0.006537,0.008173,0.008104
4/15/19,-0.000535,-0.000558,-0.002535,-0.002553
4/16/19,0.000547,0.000529,-0.000387,-0.000435
4/17/19,-0.002107,-0.002202,-0.005721,-0.005772
4/18/19,0.001579,0.001555,0.002133,0.002107
4/22/19,0.001037,0.001011,-0.002696,-0.002714
4/23/19,0.008963,0.008914,0.009576,0.00951
4/24/19,-0.002133,-0.002134,-0.000097,-0.000101
4/25/19,-0.000425,-0.000425,-0.005329,-0.005329
4/26/19,0.004754,0.004724,0.006174,0.006113
4/29/19,0.001062,0.001008,0.00006,-0.000027
4/30/19,0.000885,0.000859,0.003208,0.003113
5/1/19,-0.007579,-0.007588,-0.009997,-0.010009
5/2/19,-0.002055,-0.002096,-0.000138,-0.000198
5/3/19,0.009847,0.009752,0.008978,0.008875
5/6/19,-0.004217,-0.004296,-0.00477,-0.004818
5/7/19,-0.016479,-0.016488,-0.01592,-0.015966
5/8/19,-0.001591,-0.001618,-0.001776,-0.001811
5/9/19,-0.002655,-0.003034,-0.000968,-0.00116
5/10/19,0.004079,0.003744,0.003807,0.003673
5/13/19,-0.024222,-0.024261,-0.0245,-0.024582
5/14/19,0.008204,0.008091,0.009539,0.009345
5/15/19,0.006106,0.005915,0.002925,0.002821
5/16/19,0.009243,0.008954,0.006615,0.006416
5/17/19,-0.005822,-0.005925,-0.006427,-0.006573
5/20/19,-0.006675,-0.006692,-0.006069,-0.006138
5/21/19,0.008451,0.008425,0.011057,0.011013
5/22/19,-0.002695,-0.002713,-0.005097,-0.005132
5/23/19,-0.011892,-0.011998,-0.012484,-0.012618
5/24/19,0.001547,0.001404,0.001641,0.001532
5/28/19,-0.008258,-0.008267,-0.010406,-0.010425
5/29/19,-0.00688,-0.006907,-0.007126,-0.007197
5/30/19,0.002145,0.002005,0.000913,0.000669
5/31/19,-0.013026,-0.013224,-0.01143,-0.011742
6/3/19,-0.003838,-0.003849,0.00534,0.005319
6/4/19,0.021459,0.02141,0.022858,0.022756
6/5/19,0.008292,0.008167,0.007221,0.007136
6/6/19,0.006412,0.006142,0.004178,0.0039
6/7/19,0.010716,0.010619,0.006808,0.006657
6/10/19,0.00489,0.004887,0.003575,0.00357
6/11/19,-0.00033,-0.000381,-0.000711,-0.000818
6/12/19,-0.001926,-0.001945,-0.001869,-0.001897
6/13/19,0.004364,0.004069,0.006673,0.006289
6/14/19,-0.001489,-0.001621,-0.003265,-0.003412
6/17/19,0.000955,0.000947,-0.000691,-0.000701
6/18/19,0.009654,0.009624,0.010024,0.009972
6/19/19,0.002994,0.002991,0.00382,0.003806
6/20/19,0.009615,0.009525,0.009185,0.009104
6/21/19,-0.001173,-0.001234,-0.002182,-0.002231
6/24/19,-0.001748,-0.001748,-0.004249,-0.004249
6/25/19,-0.009528,-0.009528,-0.006384,-0.006384
6/26/19,-0.001157,-0.001157,-0.001902,-0.001902
6/27/19,0.003914,0.003761,0.006629,0.006337
6/28/19,0.005759,0.005712,0.009109,0.009012
7/1/19,0.007701,0.007695,0.006429,0.006395
7/2/19,0.003009,0.002971,-0.000053,-0.000063
7/3/19,0.007925,0.007689,0.008904,0.008797
7/5/19,-0.001645,-0.001749,-0.001135,-0.001196
7/8/19,-0.004766,-0.004782,-0.005489,-0.005496
7/9/19,0.00161,0.001327,-0.000267,-0.000415
7/10/19,0.004575,0.004565,0.00112,0.00111
7/11/19,0.002276,0.00227,0.00195,0.001927
7/12/19,0.004736,0.004641,0.007327,0.007255
7/15/19,0.000259,0.000259,-0.001023,-0.001023
7/16/19,-0.003349,-0.003386,-0.001495,-0.001509
7/17/19,-0.006408,-0.006422,-0.008575,-0.008587
7/18/19,0.003601,0.003502,0.003979,0.003918
7/19/19,-0.006124,-0.006164,-0.004543,-0.004589
7/22/19,0.002845,0.002822,-0.000063,-0.000093
7/23/19,0.006862,0.006845,0.009016,0.009006
7/24/19,0.004685,0.004643,0.006575,0.006527
7/25/19,-0.005342,-0.005346,-0.00658,-0.006595
7/26/19,0.007469,0.007455,0.00526,0.00523
7/29/19,-0.001819,-0.001822,-0.002448,-0.002462
7/30/19,-0.0025,-0.002603,0.000181,0.000044
7/31/19,-0.010922,-0.01095,-0.009469,-0.009559
8/1/19,-0.008869,-0.008965,-0.012941,-0.013002
8/2/19,-0.007262,-0.007349,-0.007734,-0.007848
8/5/19,-0.029815,-0.029861,-0.028582,-0.028647
8/6/19,0.013058,0.012984,0.010907,0.010854
8/7/19,0.000913,0.000886,0.001423,0.00138
8/8/19,0.018936,0.018645,0.018217,0.018075
8/9/19,-0.00657,-0.006728,-0.009072,-0.009166
8/12/19,-0.011969,-0.012135,-0.013427,-0.013503
8/13/19,0.014964,0.014928,0.012651,0.012593
8/14/19,-0.028994,-0.029275,-0.030973,-0.03122
8/15/19,0.003009,0.002756,0.000036,-0.000247
8/16/19,0.014498,0.014337,0.01586,0.015715
8/19/19,0.012123,0.012064,0.012304,0.012204
8/20/19,-0.007905,-0.007986,-0.008738,-0.008869
8/21/19,0.008248,0.008207,0.008211,0.008106
8/22/19,-0.000517,-0.000546,0.000593,0.000499
8/23/19,-0.025935,-0.025942,-0.027206,-0.027238
8/26/19,0.011102,0.010984,0.008668,0.008614
8/27/19,-0.003152,-0.003159,-0.00547,-0.005486
8/28/19,0.006525,0.00649,0.008819,0.008781
8/29/19,0.012822,0.012653,0.013795,0.01346
8/30/19,0.000769,0.000633,0.001751,0.001594
9/3/19,-0.006681,-0.006751,-0.00732,-0.007491
9/4/19,0.010909,0.010823,0.011682,0.011629
9/5/19,0.013217,0.012985,0.015427,0.01519
9/6/19,0.000882,0.000843,0.002442,0.00237
9/9/19,0.000104,0.000027,0.006539,0.006427
9/10/19,0.000303,0.000269,0.006129,0.006008
9/11/19,0.007254,0.007203,0.007814,0.007771
9/12/19,0.003021,0.002872,0.000606,0.000301
9/13/19,-0.000472,-0.000748,0.000959,0.000715
9/16/19,-0.003194,-0.003224,0.000986,0.000924
9/17/19,0.002621,0.002616,-0.000378,-0.000394
9/18/19,0.000336,0.000331,-0.001371,-0.001385
9/19/19,0.000141,0.000082,-0.002682,-0.002781
9/20/19,-0.004882,-0.004929,-0.003876,-0.003922
9/23/19,-0.000063,-0.000063,0.000575,0.000575
9/24/19,-0.008351,-0.00843,-0.008101,-0.008162
9/25/19,0.006205,0.006205,0.005734,0.005734
9/26/19,-0.002448,-0.002507,-0.002482,-0.002543
9/27/19,-0.005145,-0.00529,-0.003521,-0.003773
9/30/19,0.005126,0.005073,0.0048,0.004691
10/1/19,-0.01223,-0.012271,-0.015606,-0.015641
10/2/19,-0.017947,-0.017947,-0.018883,-0.018883
10/3/19,0.008108,0.007867,0.007031,0.006911
10/4/19,0.014223,0.014218,0.011361,0.011351
10/7/19,-0.004477,-0.004481,-0.005026,-0.005029
10/8/19,-0.015368,-0.015394,-0.017659,-0.0177
10/9/19,0.009412,0.009097,0.008629,0.008494
10/10/19,0.006456,0.006434,0.007495,0.007468
10/11/19,0.011091,0.010999,0.01484,0.014778
10/14/19,-0.001421,-0.001421,-0.002331,-0.002331
10/15/19,0.009907,0.009906,0.008767,0.008761
10/16/19,-0.001846,-0.001909,-0.00183,-0.001878
10/17/19,0.002889,0.002815,0.003501,0.003476
10/18/19,-0.003943,-0.00397,-0.001151,-0.001176
10/21/19,0.006919,0.00689,0.0076,0.007543
10/22/19,-0.003536,-0.003566,0.000713,0.000691
10/23/19,0.002861,0.002825,0.003099,0.003069
10/24/19,0.001989,0.001984,0.00045,0.000438
10/25/19,0.003951,0.003935,0.00327,0.003227
10/28/19,0.005625,0.005625,0.003108,0.003108
10/29/19,-0.000959,-0.000971,0.002255,0.002222
10/30/19,0.003366,0.003278,-0.000089,-0.00021
10/31/19,-0.002915,-0.002978,-0.005331,-0.005448
11/1/19,0.009649,0.009565,0.012707,0.012574
11/4/19,0.003707,0.003692,0.005597,0.005579
11/5/19,-0.001142,-0.001148,-0.000111,-0.000136
11/6/19,0.000823,0.000754,-0.00061,-0.000665
11/7/19,0.003209,0.002741,0.002412,0.002106
11/8/19,0.002693,0.002516,0.00205,0.001905
11/11/19,-0.002018,-0.002018,-0.002368,-0.002368
11/12/19,0.00155,0.0015,0.000406,0.00035
11/13/19,0.000776,0.000741,-0.001029,-0.001119
11/14/19,0.001042,0.000786,0.002269,0.001979
11/15/19,0.007663,0.007487,0.007474,0.007351
11/18/19,0.000594,0.000578,-0.001018,-0.001081
11/19/19,-0.000506,-0.00058,-0.000897,-0.001202
11/20/19,-0.003602,-0.003791,-0.003732,-0.003831
11/21/19,-0.001557,-0.001618,-0.002446,-0.002556
11/22/19,0.002199,0.002187,0.00373,0.003676
11/25/19,0.00765,0.007535,0.008628,0.008582
11/26/19,0.002265,0.002239,0.001869,0.001762
11/27/19,0.004273,0.004156,0.004279,0.004121
11/29/19,-0.003796,-0.004028,-0.004847,-0.005123
12/2/19,-0.008588,-0.00862,-0.008306,-0.008362
12/3/19,-0.006563,-0.006595,-0.008242,-0.008301
12/4/19,0.006336,0.006233,0.0078,0.007729
12/5/19,0.001732,0.001427,0.001703,0.001449
12/6/19,0.009108,0.009062,0.009213,0.009175
12/9/19,-0.003052,-0.003133,-0.002454,-0.002577
12/10/19,-0.001121,-0.001155,-0.00124,-0.001328
12/11/19,0.00293,0.00292,0.002603,0.002591
12/12/19,0.008631,0.008492,0.010665,0.010398
12/13/19,0.000214,0.000045,-0.002659,-0.002861
12/16/19,0.007038,0.006997,0.006493,0.006429
12/17/19,0.000398,0.000391,0.000407,0.000382
12/18/19,-0.000345,-0.000427,0.001461,0.001411
12/19/19,0.004534,0.00447,0.003453,0.003324
